DRUG_NAME,CELL_LINE_NAME,AUC_FA
AT13148,RT4,3.67596723912185e-002
Uprosertib,RT4,-8.34064536270008e-002
LJI308,RT4,-3.21082553375888e-002
GSK591,RT4,4.29641278899338e-002
VE821,RT4,-3.77984475237251e-002
Ribociclib,T47D,8.93334832457612e-002
Venetoclax,T47D,8.66082166211543e-002
Dabrafenib,T47D,0.100272290720465
Doramapimod,T47D,1.74117455713929e-002
Wee1 Inhibitor,T47D,3.84758768055094e-003
Afatinib,T47D,0.148359778441564
Venetoclax,HCC1806,-2.46582713102487e-002
SCH772984,HCC1806,0.300879709551175
ZM447439,HCC1806,6.93601938446529e-002
Alpelisib,EVSA-T,5.58024952186626e-002
Dabrafenib,EVSA-T,9.74550380212649e-002
Ribociclib,CAL-51,-6.2371662265974e-002
Venetoclax,CAL-51,8.70239315134298e-002
SCH772984,CAL-51,0.184958063362052
Alpelisib,CAL-51,9.38795572215639e-002
Dabrafenib,CAL-51,8.27341391903891e-002
ZM447439,CAL-51,7.94390344459981e-002
Doramapimod,CAL-51,-5.04344049043563e-002
Alpelisib,MDA-MB-436,7.30051921425313e-002
ZM447439,MDA-MB-436,-1.90560611998429e-002
Afatinib,MDA-MB-436,6.85637571221281e-002
NU7441,MDA-MB-436,0.120595211795605
Ribociclib,MDA-MB-231,8.30915439591346e-002
Venetoclax,MDA-MB-231,1.18783947645663e-002
Uprosertib,MDA-MB-231,0.126350183342025
Dabrafenib,MDA-MB-231,3.47094061418491e-002
Doramapimod,MDA-MB-231,3.93469523653172e-003
Ribociclib,MDA-MB-468,3.79414463538759e-002
Uprosertib,MDA-MB-468,8.84882041725377e-002
Dabrafenib,SW1116,-2.74268130728873e-002
LGK974,SW1116,5.08442057857844e-002
Dabrafenib,C2BBe1,-3.71895746773765e-002
SB216763,MDA-MB-453,-7.85082734969115e-002
SB216763,HCC38,-8.14634108827327e-002
Tozasertib,COLO-824,0.204647240388404
KU-55933,COLO-824,7.45793480258525e-002
Tozasertib,CAMA-1,7.21460166646376e-002
Ribociclib,HCC1806,1.28070757491216e-002
Doramapimod,HCC1806,-4.36854991552815e-002
Uprosertib,MDA-MB-436,0.111238509848224
ZM447439,MDA-MB-231,9.20186228518411e-002
Alpelisib,MDA-MB-468,-3.48042952356108e-003
ZM447439,MDA-MB-468,0.306113159117324
Wee1 Inhibitor,MDA-MB-468,0.206331667245978
Afatinib,MDA-MB-468,0.361118267281853
NU7441,MDA-MB-468,0.170295895876348
ZM447439,HCC1143,7.47242614882482e-002
Afatinib,HCC1143,0.253081569309897
NU7441,HCC1143,0.137963313078174
Wee1 Inhibitor,CAL-120,0.158714446071788
Wee1 Inhibitor,MDA-MB-157,0.201290557605262
VE821,ALL-SIL,7.38651042059201e-002
JQ1,HCC1395,3.61028418388953e-002
Doramapimod,HCC1395,-2.18143982361962e-002
Wee1 Inhibitor,HCC1395,0.313007470463644
Uprosertib,MDA-MB-415,0.518859359974957
Wee1 Inhibitor,MDA-MB-415,4.1229638752663e-002
NU7441,MDA-MB-415,0.279429644287071
SCH772984,COLO-824,0.212730590255197
Doramapimod,COLO-824,6.56605134118218e-002
Wee1 Inhibitor,COLO-824,0.283447676620292
Afatinib,COLO-824,0.356711347854549
NU7441,COLO-824,0.124369723068119
Alpelisib,JIMT-1,0.103360234694688
JQ1,JIMT-1,0.139368076467888
Wee1 Inhibitor,JIMT-1,0.242821994697599
Afatinib,JIMT-1,0.18814216805861
SCH772984,HCC1954,0.120335558285164
Alpelisib,HCC1954,0.226029003487372
JQ1,HCC1954,-9.76726537420414e-003
Uprosertib,CAMA-1,0.4196727192855
Wee1 Inhibitor,CAMA-1,0.157910525516481
Afatinib,CAMA-1,3.61569321029793e-002
NU7441,CAMA-1,0.17107439416361
Wee1 Inhibitor,MDA-MB-453,0.253156778509541
Afatinib,SNU-1040,0.391024690580461
LGK974,SNU-1040,5.96647338955353e-002
Taselisib,SNU-1040,0.25203690820817
SB505124,SNU-1040,9.55540483240306e-002
Navitoclax,SNU-1040,0.432360562278865
MK-2206,SW1116,6.32013957035105e-002
Navitoclax,SW1116,0.361393698832436
Dabrafenib,CL-11,3.35245330879278e-002
SB505124,CL-11,6.18717592039902e-002
Nutlin-3a (-),CL-11,3.00235312586662e-002
Axitinib,HCC1599,4.42358251271455e-002
Vorinostat,HCC1599,0.491396462338797
Dabrafenib,MDA-MB-468,0.117970351278647
Alpelisib,HCC1143,0.173123341997157
JQ1,HCC1143,0.190053322444336
Uprosertib,MDA-MB-157,3.1152577688745e-002
Alpelisib,MDA-MB-157,7.77042844263453e-002
ZM447439,MDA-MB-157,9.45222001724974e-002
Uprosertib,HCC1395,0.336539750634251
Alpelisib,HCC1395,8.71966575831872e-002
Ribociclib,MDA-MB-415,8.67056589670935e-002
Venetoclax,COLO-824,0.583995013175871
Alpelisib,COLO-824,0.22917843586882
Dabrafenib,COLO-824,1.80212214867742e-002
ZM447439,COLO-824,0.445033664642476
Ribociclib,JIMT-1,-5.01333285500344e-002
NU7441,HCC1954,3.30738000987243e-002
Ribociclib,CAMA-1,4.95665357623413e-002
JQ1,CAMA-1,0.187541679653841
SCH772984,MDA-MB-453,0.145224490087402
Trametinib,SNU-1040,0.558531198213256
MK-1775,SNU-1040,0.527951182927366
Sapitinib,SNU-1040,0.147386931295391
MK-2206,SNU-1040,0.207038906084416
AZD7762,SNU-1040,0.446276381603924
BMS-754807,SW1116,0.271849195386094
MK-2206,CL-11,0.126803542147681
Navitoclax,CL-11,0.402659347675028
AZD7762,CL-11,0.471684817728676
Pictilisib,HCC1599,0.454662521119395
AZD7762,HCC1599,0.658170574289105
Navitoclax,HCC1599,0.116009969920165
Cisplatin,HCC1599,0.1411044003521
JQ1,MDA-MB-468,9.56206729710753e-002
Wee1 Inhibitor,HCC1143,0.203002407969501
SCH772984,MDA-MB-157,3.9465453256588e-002
AT13148,ALL-SIL,-9.72343309420102e-003
Dabrafenib,JIMT-1,7.94813752142062e-003
Dabrafenib,HCC1954,4.46402683981412e-003
SCH772984,SNU-1040,0.239917144913662
Dabrafenib,SNU-1040,4.1746526559572e-002
Palbociclib,SW1116,-1.82809593039689e-002
SCH772984,HCC1143,0.203672152069247
Dabrafenib,HCC1143,5.23919467471598e-003
Doramapimod,HCC1143,-3.71157226135861e-002
Ribociclib,CAL-120,-1.16422814086512e-002
Venetoclax,CAL-120,4.98978134501388e-002
JQ1,CAL-120,-3.40545819806675e-002
Dabrafenib,CAL-120,1.07197280177442e-002
ZM447439,CAL-120,2.04910228104598e-002
Doramapimod,CAL-120,-3.85953330216343e-002
Afatinib,CAL-120,0.101630811398942
NU7441,CAL-120,7.35063736072019e-002
Afatinib,MDA-MB-157,3.47362412506251e-002
NU7441,MDA-MB-157,8.48146591405344e-002
Uprosertib,ALL-SIL,0.209853451198596
LJI308,ALL-SIL,1.19095257853788e-003
AZD3759,ALL-SIL,-3.58631893801869e-002
GSK591,ALL-SIL,-3.30514647173859e-002
SCH772984,HCC1395,0.118819006874788
Entinostat,HCC1395,0.15706508084166
ZM447439,HCC1395,4.9718874262311e-002
Alisertib,HCC1395,0.235964033419204
Venetoclax,MDA-MB-415,8.38589737119619e-002
SCH772984,MDA-MB-415,0.144468718781675
Alpelisib,MDA-MB-415,4.23048594065933e-002
Dabrafenib,MDA-MB-415,1.49841457950516e-002
ZM447439,MDA-MB-415,3.48058105106034e-002
Doramapimod,MDA-MB-415,1.4757983185892e-002
Afatinib,MDA-MB-415,0.126401040979261
Ribociclib,COLO-824,3.10986513401568e-002
Venetoclax,JIMT-1,-3.99469749584959e-002
SCH772984,JIMT-1,1.16041806024712e-003
ZM447439,JIMT-1,9.32496896398713e-003
NU7441,JIMT-1,4.26073098098683e-002
Venetoclax,HCC1954,8.8085799912623e-002
ZM447439,HCC1954,1.40899444613456e-002
Wee1 Inhibitor,HCC1954,9.73770088707671e-002
Afatinib,HCC1954,0.183097466508809
Alpelisib,CAMA-1,6.1223489571653e-002
Dabrafenib,CAMA-1,1.18066562414653e-002
ZM447439,CAMA-1,0.121219067288621
Doramapimod,CAMA-1,7.81986055271285e-002
Doramapimod,MDA-MB-453,-7.6000790126548e-003
AZD4547,SNU-1040,2.89999478231043e-002
Olaparib,SNU-1040,3.22404567043343e-002
SB216763,SNU-1040,-5.22768729195986e-002
BMS-754807,SNU-1040,0.320065557739645
AZD8055,SNU-1040,0.235810919117659
Nutlin-3a (-),SW1116,2.08290177772209e-002
AZD8055,SW1116,0.158141915287006
LGK974,CL-11,4.00023662781338e-002
AZD4547,CL-11,5.29238701181783e-002
Olaparib,CL-11,2.54819668497368e-002
SB216763,CL-11,2.3013417450382e-002
Palbociclib,CL-11,9.20001960327573e-002
BMS-754807,CL-11,0.434378738477954
5-Fluorouracil,HCC1599,2.42131727654927e-002
Nutlin-3a (-),HCC1599,1.1145066396659e-002
Doramapimod,MDA-MB-468,-1.38711405224617e-002
JQ1,MDA-MB-157,0.157115560373614
Dabrafenib,MDA-MB-157,-3.27902348245925e-002
Doramapimod,MDA-MB-157,9.75124506032978e-003
AZ6102,ALL-SIL,0.180981081250541
Dabrafenib,HCC1395,1.09175156336334e-002
JQ1,MDA-MB-415,0.138011512964051
JQ1,COLO-824,0.342306446186805
Doramapimod,JIMT-1,2.70715885554355e-002
Ribociclib,HCC1954,-1.04618292464174e-002
Doramapimod,HCC1954,-4.49362807158667e-003
Venetoclax,CAMA-1,8.0889355501245e-002
SCH772984,CAMA-1,-3.30624996013619e-002
Palbociclib,SNU-1040,6.621606672714e-002
Nutlin-3a (-),SNU-1040,5.2820476400845e-002
AZD8055,CL-11,0.302608984454209
PD173074,HCC1599,4.17737854236222e-002
Ribociclib,HCC1143,7.54511199754573e-002
Doramapimod,HCC1569,4.44866872852641e-002
Ribociclib,HCC1569,9.36963754770128e-002
Uprosertib,HCC1569,0.558786453547709
Alpelisib,HCC1569,0.184169246256891
NU7441,HCC1569,0.162176359847485
ZM447439,HCC38,9.52522538938431e-002
Uprosertib,HCC38,0.104203050289599
Wee1 Inhibitor,HCC38,0.213851312868326
GSK269962A,MDA-MB-453,0.260283849336166
Alpelisib,MDA-MB-453,0.409126962479071
Ribociclib,MDA-MB-157,2.74224155439742e-002
GSK269962A,COLO-824,0.229081250205749
GSK269962A,MDA-MB-415,0.147313058256827
NU7441,HCC38,8.82381960007004e-002
AT13148,Hs-445,0.342357987353856
AZD6482,EVSA-T,0.525903594367612
Sorafenib,EVSA-T,0.231319304039219
AZD6482,EFM-19,7.45835066993295e-002
BI-2536,EFM-19,0.343071395826271
GSK269962A,CAL-51,0.140837106158483
GSK269962A,CAL-148,0.280344319932682
KU-55933,Hs-578-T,0.109634837332711
AZD6482,Hs-578-T,0.294589902823968
Tozasertib,Hs-578-T,0.18431793458316
GSK269962A,MRK-nu-1,0.588209825253095
BI-2536,JIMT-1,0.790409449841813
AZD6482,MRK-nu-1,4.22014822020786e-002
SB216763,HDQ-P1,-1.327807400725e-002
RO-3306,HDQ-P1,9.97612907306436e-002
AZD6482,HDQ-P1,0.173228935678869
Sorafenib,HDQ-P1,0.106604330081566
BI-2536,HDQ-P1,0.236226722316765
Sorafenib,MRK-nu-1,0.246267017506816
PF-4708671,MRK-nu-1,0.114894394640301
AZD6482,OCUB-M,0.516001041486612
BI-2536,OCUB-M,0.736200888863806
GSK269962A,OCUB-M,0.299842840378574
AZ6102,HDLM-2,5.3308059286369e-002
GSK591,HDLM-2,-2.08392589190754e-002
AT13148,JVM-3,0.451934182258909
AZ6102,JVM-3,0.2336842378047
VE821,K-562,2.66471765454968e-002
Wee1 Inhibitor,MRK-nu-1,0.137143190501994
JQ1,HCC2218,0.197733778671579
Wee1 Inhibitor,HCC1569,0.288896547433218
ZM447439,HCC1569,0.225444798074434
RO-3306,JIMT-1,8.70208980039593e-002
Alpelisib,HCC38,0.101193119519329
Uprosertib,MDA-MB-453,0.556239909696516
Alpelisib,CAL-120,2.88773787328977e-002
RO-3306,MDA-MB-415,0.103251039548806
LJI308,Hs-445,0.104502967300914
Dabrafenib,HCC38,-8.14344741341619e-002
Sorafenib,EFM-19,0.162298923039608
Tozasertib,CAL-51,0.307063603370396
SB216763,Hs-578-T,0.117601771996101
Sorafenib,JIMT-1,0.121822619622415
SB216763,MRK-nu-1,-0.192141576276058
RO-3306,MRK-nu-1,0.384113757336239
AZD8055,MRK-nu-1,0.908763623365741
Sorafenib,OCUB-M,0.334465139145682
AZD3759,JVM-3,-6.62670274902439e-002
GSK591,JVM-3,0.247826719805812
VE821,JVM-3,0.216742763808374
Uprosertib,K-562,-1.95969820691041e-002
GSK591,K-562,5.13784629872247e-002
ZM447439,MRK-nu-1,0.358545443705725
ZM447439,HCC70,0.23113542269504
Wee1 Inhibitor,CAL-148,0.447300190751636
Dabrafenib,HCC2218,0.173618039892408
JQ1,HCC1569,0.280240608823641
SB216763,JIMT-1,-2.01911812334174e-002
Tozasertib,JIMT-1,-3.10986562752678e-002
PF-4708671,MDA-MB-231,-3.56116946496584e-002
AZD6482,MDA-MB-415,0.514035295132536
AZD3759,Hs-445,6.33466131287064e-002
JQ1,HCC38,0.2578287197745
BI-2536,EVSA-T,0.819067229433424
AZD8055,HDQ-P1,0.397736915982251
Fulvestrant,OCUB-M,3.29314986879835e-002
AT13148,HDLM-2,6.71832220324573e-002
LJI308,HDLM-2,-5.67462099209127e-002
VE821,HDLM-2,9.10872468746723e-002
AT13148,K-562,0.146217480450507
JQ1,HCC70,0.143157110465966
ZM447439,CAL-148,0.391031562091539
Venetoclax,HCC2218,-0.226448424422027
Venetoclax,HCC1143,-3.94527750260669e-002
Venetoclax,HCC1569,3.46870896364596e-002
SCH772984,HCC1569,0.240785596967599
Afatinib,HCC1569,0.32862633353367
Dabrafenib,HCC1569,3.38153086375991e-002
AZD8055,JIMT-1,0.429544258022473
KU-55933,JIMT-1,-2.03151152559476e-002
PF-4708671,JIMT-1,-2.71194201573401e-002
Tozasertib,MDA-MB-231,0.141057447945478
Ribociclib,HCC38,3.30741197156941e-002
Venetoclax,HCC38,-5.19868346900836e-003
SCH772984,HCC38,2.12857598473223e-002
Ribociclib,MDA-MB-453,0.113610822257733
Venetoclax,MDA-MB-453,1.88363211704424e-002
Doramapimod,HCC38,3.88670674365922e-002
Fulvestrant,MDA-MB-453,-1.45417037002275e-002
Venetoclax,MDA-MB-157,2.04786379020409e-002
AZD8055,MDA-MB-415,0.544033969986054
Uprosertib,HCC1500,4.92601216065078e-003
Uprosertib,Hs-445,0.467927563282949
AZ6102,Hs-445,-3.22764065233493e-002
GSK591,Hs-445,-5.1680302874659e-002
VE821,Hs-445,5.78141759711744e-002
SB216763,EFM-19,-8.50531146638264e-002
KU-55933,EFM-19,8.26974676721535e-002
PF-4708671,CAL-51,0.139341782954319
Fulvestrant,CAL-51,0.114894634651005
Fulvestrant,CAL-148,1.52023320450684e-002
PF-4708671,Hs-578-T,2.51842553989394e-002
Fulvestrant,MRK-nu-1,6.12630765746797e-003
GSK269962A,JIMT-1,0.1061600781403
Fulvestrant,JIMT-1,-4.69300095226052e-003
KU-55933,MRK-nu-1,0.160910807522941
KU-55933,HDQ-P1,4.74932666302212e-002
Tozasertib,HDQ-P1,4.32005932410306e-002
PF-4708671,HDQ-P1,9.59512682509544e-002
BI-2536,MRK-nu-1,0.794908958213608
Tozasertib,MRK-nu-1,0.21877353789287
SB216763,OCUB-M,2.26316409558164e-002
KU-55933,OCUB-M,8.193940756317e-002
Uprosertib,HDLM-2,0.100396220233675
AZD3759,HDLM-2,-7.85435841734909e-002
LJI308,JVM-3,5.17034643926774e-002
AZ6102,K-562,1.28962214199426e-002
AZD3759,K-562,0.120647535818246
Doramapimod,MRK-nu-1,-6.72335552506275e-002
Afatinib,MRK-nu-1,0.247455802100499
NU7441,MRK-nu-1,0.314123612269656
Uprosertib,HCC70,0.455666252049762
Alpelisib,HCC70,9.17878465735263e-002
Dabrafenib,HCC70,-1.55559725819106e-003
Alisertib,CAL-148,0.42172336644669
Doramapimod,CAL-148,0.118459860318957
Ribociclib,HCC2218,8.34333560128487e-002
SCH772984,HCC2218,0.211747740923618
Uprosertib,HCC2218,8.54336720722363e-002
Alpelisib,HCC2218,0.134506372550044
ZM447439,HCC2218,5.04422974919629e-002
Alisertib,HCC2218,1.44796809132746e-002
Doramapimod,HCC2218,2.15989971447745e-002
Wee1 Inhibitor,HCC2218,0.187874404342503
Afatinib,HCC2218,0.641675531611561
AZD6482,JIMT-1,5.17685338122216e-003
Fulvestrant,COLO-824,5.2636675648047e-003
Fulvestrant,MDA-MB-415,2.71920914388903e-002
Afatinib,HCC38,0.141854015310104
Uprosertib,JVM-3,0.298609550615821
LJI308,K-562,-6.04619411535153e-002
Ribociclib,HCC70,6.112584876731e-002
Venetoclax,HCC70,2.16075673132307e-002
SCH772984,HCC70,0.306336061977975
Entinostat,HCC2218,0.189582509605143
Alpelisib,BT-549,7.02566377211147e-002
Dabrafenib,BT-549,0.144595456904431
Wee1 Inhibitor,BT-549,0.320733431377619
Afatinib,BT-549,0.326899796500415
Alpelisib,MDA-MB-361,0.510920834041236
Dabrafenib,MDA-MB-436,6.15526787228042e-002
Afatinib,HCC1395,0.25488445731537
NU7441,HCC1395,0.227687351149379
Uprosertib,OCUB-M,0.862156075493544
Alpelisib,OCUB-M,0.492517292887872
Dabrafenib,OCUB-M,0.1073174741015
Wee1 Inhibitor,OCUB-M,0.272018478355828
Uprosertib,MRK-nu-1,0.125190337658751
BI-2536,HCC1395,0.362070312651061
RO-3306,MDA-MB-468,0.288147584683253
Sorafenib,EFM-192A,0.115994595088199
AZD6482,EFM-192A,4.6889135224202e-002
RO-3306,BT-549,0.192758589874894
Sorafenib,BT-549,0.118222487620456
BI-2536,BT-549,0.552491069366778
Sorafenib,Hs-578-T,0.100822580978495
GSK269962A,HCC1419,4.49904122891176e-002
Sorafenib,HCC1419,0.185166282152431
GSK269962A,MDA-MB-436,-4.25926223754013e-002
Sorafenib,MDA-MB-436,0.145955705256975
RO-3306,MDA-MB-436,0.103920979295495
GSK269962A,ZR-75-30,0.151268848940891
Sorafenib,ZR-75-30,0.16536508833238
Wee1 Inhibitor,MDA-MB-436,0.227257473065183
SCH772984,CAL-85-1,0.2613017899699
Alpelisib,CAL-85-1,8.07527384525044e-002
NU7441,CAL-85-1,0.127136016167868
NU7441,HCC1937,0.140957559444285
SCH772984,BT-474,3.72887499958399e-002
Alpelisib,BT-474,0.306793961411887
Wee1 Inhibitor,BT-474,0.129136339352118
Alpelisib,MFM-223,0.168511762384844
Wee1 Inhibitor,MFM-223,0.334654273784796
Afatinib,MFM-223,0.178159099038271
NU7441,MFM-223,6.69225254542793e-002
NU7441,HCC2218,0.106924469004423
JQ1,BT-549,0.262703315411184
ZM447439,BT-549,0.192745388477222
Wee1 Inhibitor,MDA-MB-361,7.83088289400949e-002
Afatinib,MDA-MB-361,0.429124936400682
Ribociclib,MDA-MB-436,3.15794001895082e-002
Venetoclax,MRK-nu-1,-1.67807077492324e-002
Sorafenib,HCC1395,0.14875194312865
AZD6482,HCC1395,0.326653048238419
Fulvestrant,EFM-19,7.50010809785122e-002
Tozasertib,EFM-19,4.37720643595085e-002
PF-4708671,EFM-19,0.126989144991822
Tozasertib,EFM-192A,-4.2765537884122e-002
BI-2536,EFM-192A,0.123214499869986
RO-3306,EFM-192A,3.99499388539591e-002
AZD8055,EFM-192A,0.504569079736359
AZD6482,BT-549,0.180790755353072
Fulvestrant,BT-549,0.123586033034132
PF-4708671,MDA-MB-436,5.4065037469018e-002
Afatinib,AU565,0.590189114773798
NU7441,AU565,0.165321712032296
JQ1,MDA-MB-361,0.443967508326832
JQ1,CAL-85-1,0.204925851822043
Wee1 Inhibitor,HCC1937,0.165849402312494
Ribociclib,MFM-223,0.159486809442474
JQ1,MFM-223,2.16630754955152e-002
Doramapimod,MFM-223,8.39576764101005e-002
SCH772984,AU565,0.117731167475614
Dabrafenib,AU565,4.56368220964436e-002
Venetoclax,BT-549,-0.108833561187367
JQ1,OCUB-M,0.270815636999065
Sorafenib,MDA-MB-468,0.202266050098268
PF-4708671,EFM-192A,4.36306605080527e-002
KU-55933,EFM-192A,2.64743622989903e-002
GSK269962A,BT-549,0.399069605192784
Tozasertib,HCC1419,-9.47674296317458e-002
Fulvestrant,MDA-MB-436,3.13035025079273e-002
KU-55933,MDA-MB-436,3.39561889726174e-002
Dabrafenib,CAL-85-1,-3.92117722872372e-003
JQ1,HCC1937,0.157342480177426
Dabrafenib,BT-474,-1.98329451671795e-002
Uprosertib,BT-549,0.161767251535261
Doramapimod,BT-549,6.81809129565815e-003
NU7441,BT-549,0.31705309008332
ZM447439,MDA-MB-361,6.9242548955738e-002
NU7441,MDA-MB-361,8.56576484630059e-002
Venetoclax,MDA-MB-436,3.27642910725187e-002
JQ1,MDA-MB-436,0.132995158382145
SCH772984,OCUB-M,0.152016764941096
ZM447439,OCUB-M,0.310599376409614
Doramapimod,OCUB-M,0.106160662900101
Ribociclib,MRK-nu-1,5.35119220523819e-002
JQ1,MRK-nu-1,0.204401467306608
Dabrafenib,MRK-nu-1,4.58258321163704e-003
AZD6482,MDA-MB-361,0.130524744632988
BI-2536,MDA-MB-468,0.3894281997238
AZD8055,MDA-MB-468,0.616461648567093
GSK269962A,EFM-19,0.144336807744392
RO-3306,EFM-19,4.62589919761921e-002
SB216763,EFM-192A,-3.41123976329047e-002
AZD8055,BT-549,0.504988346772676
Tozasertib,BT-549,0.192634575357505
PF-4708671,BT-549,8.43055195736122e-002
BI-2536,Hs-578-T,0.808624134303586
SB216763,BT-549,2.28252186665213e-002
KU-55933,BT-549,0.107433321344379
Fulvestrant,HCC1419,8.86019113574811e-003
PF-4708671,HCC1419,7.03307040123251e-002
AZD6482,HCC1419,4.74569166341905e-002
RO-3306,HCC1419,-4.28371984079699e-003
AZD8055,HCC1419,0.300591062162254
SB216763,HCC1419,3.05582271511774e-002
KU-55933,HCC1419,8.49953566211507e-002
Tozasertib,MDA-MB-436,8.87692609531836e-002
BI-2536,MDA-MB-436,0.233009942025931
AZD6482,MDA-MB-436,0.220243046735771
AZD8055,MDA-MB-436,0.325587969314257
Fulvestrant,ZR-75-30,1.57555570175524e-002
BI-2536,ZR-75-30,9.41937203375193e-002
AZD6482,ZR-75-30,-3.40142997803869e-003
Venetoclax,HCC1395,9.8713699147281e-003
Ribociclib,MDA-MB-361,3.58862085506466e-002
Venetoclax,MDA-MB-361,3.67607212499809e-002
Dabrafenib,MDA-MB-361,-9.82637615225933e-003
Ribociclib,CAL-85-1,-6.18713682164065e-002
Venetoclax,CAL-85-1,3.58460354712098e-003
Uprosertib,CAL-85-1,2.36994646242609e-002
ZM447439,CAL-85-1,-3.68179458374568e-002
Afatinib,CAL-85-1,2.4204929084258e-002
Alpelisib,HCC1937,9.36805290241944e-002
Dabrafenib,HCC1937,-3.32982256548537e-002
ZM447439,HCC1937,9.26703903131627e-002
Afatinib,HCC1937,0.220617110220446
Venetoclax,BT-474,2.59752337526357e-002
JQ1,BT-474,0.167541723415555
ZM447439,BT-474,5.1448151052292e-002
Afatinib,BT-474,0.543546338541012
NU7441,BT-474,1.03477941001142e-002
Venetoclax,MFM-223,2.58068077013653e-002
Dabrafenib,MFM-223,7.7192287246311e-002
Venetoclax,AU565,3.67280725699287e-002
Alpelisib,AU565,0.228991024882428
Ribociclib,BT-549,9.34300161849287e-002
SCH772984,BT-549,0.120260095809604
Doramapimod,MDA-MB-361,8.85073013518754e-002
SCH772984,MDA-MB-436,7.0710300462199e-002
SCH772984,MRK-nu-1,4.13851250190684e-002
Alpelisib,MRK-nu-1,-9.17882146012176e-003
AZD8055,EFM-19,0.301949236652363
BI-2536,HCC1419,8.48128905803865e-002
SB216763,MDA-MB-436,-6.41150571167958e-003
Ribociclib,HCC1395,9.84914168623981e-002
SCH772984,MDA-MB-361,1.31005427399332e-002
Doramapimod,MDA-MB-436,-2.85756779362462e-003
SCH772984,EFM-192A,8.3113606285675e-002
Doramapimod,HCC1937,-2.96832659837473e-002
Ribociclib,BT-474,8.0132403456601e-002
Doramapimod,BT-474,-1.43157387925343e-002
Ribociclib,AU565,7.49653459123945e-002
JQ1,AU565,4.22738757105451e-002
ZM447439,AU565,0.117987463322357
Doramapimod,AU565,-1.66553612942237e-002
Wee1 Inhibitor,AU565,0.14302947720312
VE821,GR-ST,0.199788094336428
PF-4708671,BT-474,9.84146627682167e-002
BI-2536,BT-474,0.175998149112762
RO-3306,BT-474,2.67677332576673e-002
KU-55933,MFM-223,4.23493394769968e-002
Afatinib,EFM-19,0.233605325308903
NU7441,EFM-19,0.152878870512786
Afatinib,Hs-578-T,0.277510468672063
NU7441,Hs-578-T,0.438690174639373
JQ1,BT-483,0.241088309296243
Afatinib,BT-483,0.154805605238696
Wee1 Inhibitor,HCC2157,6.10323514213087e-002
Uprosertib,UACC-893,0.599991343019758
Alpelisib,UACC-893,0.419862444987464
JQ1,UACC-893,8.45183340533334e-002
Wee1 Inhibitor,UACC-893,-7.71984036814898e-004
SCH772984,HCC1419,8.61010508909818e-002
ZM447439,HCC1419,0.107858805640025
Wee1 Inhibitor,HCC1419,0.130887229464459
JQ1,EFM-19,0.174899016518631
AT13148,HCC1395,0.17451936360045
RO-3306,ZR-75-30,9.49412185792155e-002
ZM447439,ZR-75-30,6.89326981957222e-002
Alpelisib,HCC2157,0.158311486602831
Dabrafenib,HCC2157,-2.81439198405942e-003
AZD6482,UACC-893,0.36766944425353
Nilotinib,UACC-893,0.106523336800342
PF-4708671,UACC-893,0.182393313181305
GSK269962A,UACC-893,0.116088382237725
Tozasertib,HCC1395,0.221521608941984
PF-4708671,HCC1395,0.101699733781897
GSK269962A,HCC1395,0.267347468672651
Wee1 Inhibitor,HCC70,4.24673233712067e-002
NU7441,HCC70,9.18799753104625e-002
Alpelisib,EFM-192A,0.170280490017454
RO-3306,OCUB-M,0.294347041384279
PF-4708671,OCUB-M,0.364439171146579
AT13148,CAL-54,0.361697216537554
Uprosertib,GR-ST,0.365838075389754
Uprosertib,EFM-19,0.341585291447522
RO-3306,CAL-85-1,6.21036349923165e-002
AZD8055,CAL-85-1,0.399253391307066
KU-55933,HCC1937,3.918434395647e-002
Sorafenib,BT-474,0.196752835813365
Entinostat,UACC-893,0.211967986349965
NU7441,HCC1419,9.73902503295911e-002
Alpelisib,EFM-19,0.368640182606699
Wee1 Inhibitor,EFM-19,0.212915911787806
AZ6102,HCC1395,7.67270962680698e-002
Alpelisib,ZR-75-30,0.244758317777802
JQ1,HCC2157,0.153256507054667
Afatinib,ZR-75-30,0.584770218809373
PF-4708671,ZR-75-30,0.13441427689344
SB216763,UACC-893,-8.04674082567e-002
Doramapimod,EFM-192A,1.08422053878539e-002
JQ1,EFM-192A,0.178492577369181
Uprosertib,CAL-54,0.419605779485867
Dabrafenib,Hs-578-T,-8.71796023557264e-002
Wee1 Inhibitor,Hs-578-T,0.438705109416977
Dabrafenib,BT-483,3.47609732515872e-002
Dabrafenib,UACC-893,6.36954409952323e-003
Alpelisib,HCC1419,5.55333033625262e-002
ZM447439,EFM-19,0.120076468713047
VE821,HCC1395,0.190227346176567
AZD8055,ZR-75-30,0.330755829192886
Venetoclax,HCC2157,-6.62858819392626e-002
Afatinib,HCC2157,0.381634061636773
Tozasertib,UACC-893,-2.85896585413571e-002
Doramapimod,HCC70,-3.21922805327297e-002
Dabrafenib,EFM-192A,2.5019434421107e-002
Afatinib,EFM-192A,0.354533664476561
RO-3306,Hs-578-T,0.329599600498558
Dabrafenib,ZR-75-30,1.4453467120026e-002
AT13148,GR-ST,0.124999808582347
AZ6102,GR-ST,4.2760133878547e-002
AZD3759,GR-ST,4.3887937432143e-002
GSK591,GR-ST,0.183714676450856
RO-3306,HCC1937,6.35911068812137e-002
